Begin Time - msec,End Time - msec,Duration - msec,Block,Trial no,Stimulus,Handedness,Comments_CF,Comments_DF,NMM,Compound signs,Comments_ZS,Response Translation,Response Status,Lemma Gloss (ASLLEX),Comment_NC,ID Gloss ASLLEX,ID Gloss ASLLEX OLD,CleanGloss,Matched,EntryID,SignFrequency(Z),Code,Iconicity(Z),LexicalClass,Compound.2.0,Handshape.2.0,SelectedFingers.2.0,ThumbPosition.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,Contact.2.0,Parameter.Neighborhood.Density.2.0
438448,440034,1586,A2,142,act239swim.jpg,2+,,,,,,SWIM_v,Accept++,SWIM,,swim,swim.1,swim,True,swim,0.008,E_03_053,0.297,Verb,0.0,flat_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,288.0
441143,442314,1171,A2,143,act002drink.jpg,1,,,,,,DRINK_v,Accept++,DRINK,,drink,drink,drink,True,drink,1.068,B_02_012,2.113,Noun,0.0,c,imrp,Open,OneHanded,Straight,Head,HeadAway,0.0,363.0
447420,449077,1657,A2,145,act172reach.jpg,1,,,NMM,,,REACH_v,Accept++,REACH,,reach,reach,reach,True,reach,0.02,K_01_107,0.452,Verb,0.0,curved_5,imrp,Open,OneHanded,Straight,Neutral,Neutral,0.0,512.0
450448,451748,1300,A2,146,act057deliver.jpg,2-,,,,,,MAIL_n,Accept+-,MAIL,,letter,letter,letter,True,letter,0.034,C_01_031,-0.55,Noun,1.0,a,t,Open,OneHanded,,Head,Mouth,1.0,258.0
453687,455015,1328,A2,147,act129light.jpg,2-,,,,,,CANDLE_v,Accept++,LIGHT,,candle,candle,candle,True,candle,-0.356,C_03_060,0.325,Noun,0.0,5,imrp,Open,AsymmetricalDifferentHandshape,,Hand,FingerTip,1.0,92.0
456567,457809,1242,A2,148,act247tickle.jpg,2+,,,NMM,,,TICKLE_v,Accept++,TICKLE,,tickle,tickle,tickle,True,tickle,-1.176,H_01_073,0.95,Verb,0.0,curved_5,imrp,Open,SymmetricalOrAlternating,,Neutral,Neutral,0.0,195.0
460360,461774,1414,A2,149,act138marry.jpg,2+,,,,,,MARRY_v,Accept++,MARRY,,marry,marry,marry,True,marry,-0.564,F_02_007,0.333,Verb,0.0,spread_open_e,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,1.0,250.0
463441,464855,1414,A2,150,act156pinch.jpg,1,,,,,,PINCH_v,Accept++,PINCH,,pinch,pinch,pinch_1,True,pinch_1,-0.719,H_01_095,1.115,Verb,0.0,baby_o,i,Open,OneHanded,,Arm,UpperArm,1.0,17.0
466166,467737,1571,A2,151,act104hammer.jpg,1,,,,,,HAMMER_v,Accept++,HAMMER,,hammer,hammer,hammer,True,hammer,-1.049,C_02_021,1.42,Noun,0.0,baby_o,i,Open,OneHanded,Straight,Neutral,Neutral,0.0,497.0
475321,476850,1529,A2,153,act084file.jpg,2+,,,NMM,,,FILE_v,Accept++,,,file_2,file_2.1,file_2,True,file_2,-0.342,J_03_102,0.036,Verb,0.0,open_b,imrp,Open,AsymmetricalDifferentHandshape,Z-shaped,Hand,HandAway,0.0,104.0
478289,479903,1614,A2,154,act181row.jpg,2+,,,NMM,,,ROW_v,Accept++,ROW,,row,row,row,True,row,-0.968,G_03_047,1.301,Verb,0.0,s,imrp,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,0.0,166.0
481128,482642,1514,A2,155,jump2.png,2-,,,,,,JUMP_v,Accept++,JUMP,,jump,jump,jump,True,jump,-0.258,C_02_089,1.269,Verb,0.0,v,im,Closed,AsymmetricalDifferentHandshape,BackAndForth,Hand,Palm,1.0,56.0
484118,485761,1643,A2,156,act140measure.jpg,2+,,,,,,MEASURE_v,Accept++,,Need make video,measure,measure.1,measure,True,measure,-0.651,C_02_037,-0.414,Noun,0.0,y,p,Open,DominanceViolation,Straight,Hand,FingerTip,1.0,366.0
491512,493041,1529,A2,158,act258wash.jpg,2+,,,,,,WASH-FACE_v,Accept++,WASH,,wash_face,wash_face,wash_face_1,True,wash_face_1,0.011,G_01_011,1.417,Verb,0.0,a,t,Open,SymmetricalOrAlternating,Circular,Head,CheekNose,1.0,101.0
498236,499979,1743,A2,160,act148oil.jpg,2-,,,,,,OIL_v,Accept++,OIL,,oil,oil.1,oil_1,True,oil_1,-1.665,H_02_078,-0.406,Noun,0.0,a,t,Open,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,0.0,414.0
502040,503540,1500,A2,161,act051cross.jpg,2-,,,,,,CROSS_v,Accept++,CROSS,,cross_2,cross_2,cross_2,True,cross_2,0.056,H_01_007,0.652,Verb,0.0,closed_b,imrp,Closed,AsymmetricalSameHandshape,Curved,Hand,FingerRadial,1.0,190.0
509565,511094,1529,A2,163,act105arrest.jpg,2+,,,,,,ARREST_v,Accept++,ARREST,,arrest_1,arrest_1,arrest_1,True,arrest_1,-0.652,H_03_074,1.293,Verb,0.0,a,t,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,1.0,520.0
512890,514404,1514,A2,164,act152bite.jpg,2-,,,,,,BITE_v,Accept++,BITE,,peck,peck,peck,True,peck,-0.407,K_03_010,0.494,Verb,0.0,baby_o,i,Open,AsymmetricalDifferentHandshape,BackAndForth,Hand,FingerBack,1.0,51.0
515905,517320,1415,A2,165,act110hitchhike.jpg,1,,,,,,HITCHHIKE_v,Accept++,HITCHHIKE,,hitchhike,hitchhike,hitchhike,True,hitchhike,-0.937,J_02_034,1.433,Verb,0.0,a,t,Open,OneHanded,Straight,Body,BodyAway,0.0,192.0
518730,520372,1642,A2,166,act171rake.jpg,2-,,,,,,RAKE_v,Accept++,RAKE,,rake,rake,rake,True,rake,-1.066,D_03_021,1.4,Verb,0.0,curved_5,imrp,Open,AsymmetricalDifferentHandshape,Curved,Hand,Palm,1.0,209.0
521865,523580,1715,A2,167,act128lift.jpg,2+,,,NMM,,,LIFT_v,Accept++,LIFT,,lift,lift.1,lift_1,True,lift_1,-0.329,G_02_082,1.132,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,344.0
531982,533395,1413,A2,170,act022box.jpg,2+,,,,,,BOXING_v,Accept++,BOXING,,boxing,boxing,boxing,True,boxing,-0.658,F_03_050,1.4,Verb,0.0,s,imrp,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,0.0,166.0
535207,536549,1342,A2,171,act010wakeup.jpg,2+,,,,,,WAKEUP_v,Accept++,,,awake,awake,awake,True,awake,0.536,G_01_078,0.298,Adjective,0.0,g,i,Open,SymmetricalOrAlternating,Straight,Head,Eye,1.0,364.0
538012,539597,1585,A2,172,act109hit.jpg,2+,,,NMM,,,HIT_v,Accept++,,,hit,hit.2,hit_1,True,hit_1,-0.065,F_02_005,1.283,Verb,0.0,s,imrp,Closed,OneHanded,Curved,Neutral,Neutral,0.0,321.0
541178,542678,1500,A2,173,act094arrest.jpg,2+,,,NMM,,,FRISK_v,Accept++,,,frisk,frisk,frisk,True,frisk,-0.514,K_02_070,0.782,Verb,0.0,5,imrp,Open,SymmetricalOrAlternating,Z-shaped,Neutral,Neutral,0.0,95.0
544229,545787,1558,A2,174,act139massage.jpg,2+,,,,,,MASSAGE_v,Accept++,,,massage,massage,massage,True,massage,-0.61,H_01_100,0.894,Verb,0.0,curved_5,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,311.0
552497,554111,1614,A2,176,act189carve.jpg,2-,,,,,,SCULPT-v,Accept++,,,sculpt,sculpt,sculpt,True,sculpt,-0.348,J_01_028,-0.114,Verb,0.0,a,t,Open,AsymmetricalDifferentHandshape,Curved,Hand,Palm,1.0,218.0
555622,556807,1185,A2,177,act265whistle.jpg,1,,,NMM,,,WHISTLE_v,Accept++,,,whistle,whistle,whistle,True,whistle,-0.491,A_02_046,0.47,Noun,0.0,bent_v,im,Closed,OneHanded,Straight,Head,Mouth,1.0,334.0
558128,559528,1400,A2,178,act004ski.jpg,2+,,,,,,SKI_v,Accept++,,,ski,ski,ski,True,ski,-0.58,D_02_027,-0.82,Noun,0.0,bent_1,i,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,475.0
560800,562457,1657,A2,179,act116juggle.jpg,2+,,,,,,JUGGLE_v,Accept++,,,juggle,juggle,juggle,True,juggle,-1.347,D_01_037,1.723,Verb,0.0,s,imrp,Closed,SymmetricalOrAlternating,Circular,Neutral,Neutral,0.0,166.0
564530,566259,1729,A2,180,act229sting.jpg,2-,,,NMM,,,STING_v,Accept++,,,sting,sting,sting,True,sting,-0.731,H_03_022,1.135,Verb,0.0,baby_o,i,Open,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,1.0,387.0
577023,578665,1642,A2,183,act134magnify.jpg,2-,,,,,,MAGNIFY_v,Accept++,,,magnify,magnify.1,magnify_1,True,magnify_1,-0.63,G_01_073,1.089,Noun,0.0,baby_o,i,Open,OneHanded,Straight,Head,Eye,1.0,353.0
580148,581677,1529,A2,184,act075erupt.jpg,2-,,,NMM,,,ERUPT_v,Accept++,,,erupt,erupt,erupt_1,True,erupt_1,-0.437,H_03_017,1.491,Verb,0.0,o,imrp,Open,AsymmetricalDifferentHandshape,Straight,Hand,Other,1.0,386.0
582854,584340,1486,A2,185,act154pet.jpg,2-,,,,,,PET_v,Accept++,,,pet,pet.1,pet,True,pet,-0.341,F_01_063,0.583,Verb,0.0,open_b,imrp,Open,AsymmetricalDifferentHandshape,,Hand,FingerRadial,1.0,135.0
585586,587057,1471,A2,186,act130listen.jpg,1,,,NMM,,,LISTEN_v,Accept++,,,hear_2,hear_2,hear_2,True,hear_2,-0.312,J_02_006,1.638,Verb,0.0,c,imrp,Open,OneHanded,Straight,Head,Other,1.0,363.0
591235,592806,1571,A2,188,act127relax.jpg,2-,,,NMM,,,RELAX_v,Accept++,,,relax,relax.1,relax,True,relax,0.415,D_03_081,0.233,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Straight,Body,TorsoTop,1.0,215.0
594122,595265,1143,A2,189,act119kiss.jpg,1,,,NMM,,,KISS_v,Accept++,,,kiss_on_cheek,kiss_on_cheek,kiss_on_cheek,True,kiss_on_cheek,0.187,F_03_018,1.229,Verb,0.0,o,imrp,Open,OneHanded,Straight,Head,CheekNose,1.0,354.0
596497,597926,1429,A2,190,act014bark.jpg,2+,,,NMM,,,BARK_v,Accept++,,,bark,bark.1,bark_1,True,bark_1,-0.413,J_02_051,-0.28,Verb,0.0,flatspread_5,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,264.0
599100,600486,1386,A2,191,act200shoot.jpg,2-,,,NMM,,,SHOOT_v,Accept++,,,shoot,shoot,shoot_1,True,shoot_1,-0.627,J_01_024,1.631,Verb,0.0,l,i,Open,SymmetryViolation,Curved,Neutral,Neutral,0.0,263.0
602413,603727,1314,A2,192,act190sell.jpg,2+,,,,,,SELL_v,Accept++,,,sell,sell,sell,True,sell,0.482,J_03_024,-0.584,Verb,0.0,o,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,284.0
607847,609376,1529,A2,194,act225squeeze.jpg,1,,,NMM,,,SQUEEZE_v,Accept++,,,squeeze,squeeze,squeeze,True,squeeze,-1.322,H_03_019,0.222,Verb,0.0,curved_5,imrp,Open,OneHanded,Straight,Neutral,Neutral,0.0,512.0
610417,612003,1586,A2,195,act082fence.jpg,1,,,NMM,,,FENCE_v,Accept++,,,fencing,fencing,fencing,True,fencing,-1.307,F_01_083,0.975,Verb,0.0,baby_o,i,Open,OneHanded,Z-shaped,Neutral,Neutral,0.0,89.0
613484,614899,1415,A2,196,act143milk.jpg,2+,,,,,,MILK_v,Accept++,,,milk,milk.1,milk,True,milk,1.15,A_01_051,0.479,Noun,0.0,s,imrp,Open,OneHanded,,Neutral,Neutral,0.0,210.0
616935,618192,1257,A2,197,act214sneeze.jpg,1,,,NMM,,,COUGH_v,Accept++,,,cough,cough,cough,True,cough,-0.455,C_02_071,1.001,Noun,0.0,s,imrp,Closed,OneHanded,Straight,Body,TorsoTop,1.0,195.0
619852,621309,1457,A2,198,act015beg.jpg,2-,,,,,,BEG_v,Accept++,,,beg,beg,beg,True,beg,-0.202,F_02_037,-0.28,Verb,0.0,flatspread_5,imrp,Open,AsymmetricalDifferentHandshape,,Hand,FingerBack,1.0,67.0
622694,623908,1214,A2,199,act207sleep.jpg,1,,,,,,SLEEP_v,Accept++,,,sleep,sleep,sleep,True,sleep,1.183,B_03_037,1.03,Verb,0.0,5,imrp,Open,OneHanded,Straight,Head,HeadAway,0.0,378.0
625333,626776,1443,A2,200,act073dump.jpg,2+,,,NMM,,,DUMP_v,Accept++,,,empty_2,empty_2,empty_2,True,empty_2,-0.71,J_01_077,0.991,Adjective,0.0,c,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,292.0
628829,630358,1529,A2,201,act092follow.jpg,2-,,,NMM,,,FOLLOW_v,Accept++,,,follow,follow,follow_1,True,follow_1,0.676,G_01_058,-0.042,Verb,0.0,a,t,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,1.0,520.0
632209,633466,1257,A2,202,act101shake.jpg,1,,,NMM,,,GREET_v,Accept++,,,greet,greet.1,greet,True,greet,-0.6,J_01_042,1.435,Verb,0.0,c,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,1.0,488.0
634769,636469,1700,A2,203,act052cry.jpg,2+,,,NMM,,,CRY_v,Accept++,,,cry,cry,cry,True,cry,-0.128,B_03_028,2.019,Verb,0.0,1,i,Closed,SymmetricalOrAlternating,Straight,Head,Eye,1.0,469.0
637780,639023,1243,A2,204,act259watch.jpg,1,,,NMM,,,WATCH_v,Accept++,,,watch,watch,watch,True,watch,0.756,G_02_078,-0.593,Verb,0.0,bent_l,i,Open,OneHanded,Straight,Head,HeadAway,0.0,319.0
643985,645328,1343,A2,206,act213smoke.jpg,1,,,,,,SMOKE_v,Accept++,,,smoking,smoking,smoking,True,smoking,-0.527,C_03_087,1.885,Verb,0.0,v,im,Closed,OneHanded,BackAndForth,Head,Mouth,1.0,19.0
646582,648182,1600,A2,207,act248tie.jpg,2+,,,,,,TIE_v,Accept++,,,tie,tie.2,tie,True,tie,-0.751,A_01_013,0.709,Noun,0.0,flat_h,im,Closed,OneHanded,Curved,Body,Clavicle,1.0,88.0
650583,652154,1571,A2,208,act155pick.jpg,2-,,,,,,PICK_v,Accept++,,,trim,trim.1,trim_1,True,trim_1,-0.248,K_03_111,-0.573,Verb,0.0,v,im,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,475.0
660934,662320,1386,A2,211,act043comb.jpg,1,,,,,,COMB_v,Accept++,,,comb,comb.1,comb,True,comb,-0.724,C_02_070,1.69,Verb,0.0,curved_5,imrp,Open,OneHanded,Straight,Head,HeadAway,0.0,380.0
664173,665730,1557,A2,212,act060dip.jpg,1,,,NMM,,,DIP_v,Accept++,,,dip,dip.2,dip_1,True,dip_1,-0.292,J_01_063,1.008,Verb,0.0,o,imrp,Open,AsymmetricalDifferentHandshape,Curved,Hand,HandAway,0.0,192.0
667466,669195,1729,A2,213,act188itch.jpg,2-,,,NMM,,,ITCH_v,Accept++,,,itch,itch,itch,True,itch,-0.616,J_01_068,1.605,Verb,0.0,curved_5,imrp,Open,OneHanded,Straight,Body,Shoulder,1.0,180.0
670648,672119,1471,A2,214,act035chase.jpg,2-,,,,,,CHASE_v,Accept++,,,chase,chase,chase,True,chase,0.322,F_03_017,-0.237,Verb,0.0,a,t,Open,AsymmetricalSameHandshape,Other,Hand,HandAway,0.0,63.0
673529,674829,1300,A2,215,act132unlock.jpg,1,,,,,,LOCK_v,Accept++,,,lock_2,lock_2,lock_2,True,lock_2,0.013,H_02_017,1.866,Verb,0.0,bent_1,i,Closed,AsymmetricalDifferentHandshape,,Hand,Palm,1.0,75.0
677222,678808,1586,A2,216,act098glue.jpg,2-,,,NMM,,,GLUE_v,Accept++,,,glue_2,glue_2.2,glue_2,True,glue_2,-0.49,F_01_096,-0.059,Verb,0.0,8,m,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,449.0
680329,681800,1471,A2,217,act118kick.jpg,2-,,,,,,KICK_v,Accept++,,,kick,kick.1,kick_1,True,kick_1,-0.208,G_03_087,-0.357,Verb,0.0,closed_b,imrp,Closed,AsymmetricalSameHandshape,Curved,Hand,HandAway,1.0,190.0
683396,684853,1457,A2,218,act211smell.jpg,1,,,NMM,,,SMELL_v,Accept++,,,smell,smell,smell,True,smell,0.624,E_02_049,0.645,Noun,0.0,open_b,imrp,Open,OneHanded,Curved,Head,HeadAway,0.0,202.0
687583,689397,1814,A2,219,act195sharpen.jpg,2-,,,NMM,,,SHARPEN_v,Accept++,,,sharpen,sharpen.1,sharpen_1,True,sharpen_1,-0.967,H_03_060,0.973,Verb,0.0,baby_o,i,Open,AsymmetricalSameHandshape,Straight,Hand,FingerBack,1.0,387.0
690718,692075,1357,A2,220,act202sing.jpg,2-,,,,,,SING_v,Accept++,,,sing,sing,sing,True,sing,-0.668,D_03_075,-0.24,Verb,0.0,open_b,imrp,Open,OneHanded,Curved,Arm,ArmAway,0.0,87.0
693572,695187,1615,A2,221,act187scoop.jpg,1,,,NMM,,,SCOOP_v,Accept++,,,scoop,scoop,scoop,True,scoop,-0.996,J_03_044,2.072,Verb,0.0,s,imrp,Closed,AsymmetricalDifferentHandshape,Z-shaped,Hand,HandAway,0.0,64.0
696734,698163,1429,A2,222,sweep.png,2-,,,,,,SWEEP_v,Accept++,,,sweep,sweep,sweep,True,sweep,-0.474,D_01_086,0.647,Verb,0.0,open_b,imrp,Open,AsymmetricalSameHandshape,Curved,Hand,Palm,1.0,266.0
699535,701020,1485,A2,223,act168push.jpg,2+,,,NMM,,,PUSH_v,Accept++,,,push,push,push,True,push,-0.305,D_02_077,1.904,Verb,0.0,5,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,512.0
702541,704041,1500,A2,224,act001dive.jpg,2-,,,,,,DIVE_v,Accept++,,,dive_1,dive_1,dive_1,True,dive_1,-1.031,D_02_029,1.284,Verb,0.0,flat_h,im,Closed,AsymmetricalDifferentHandshape,Curved,Hand,FingerBack,1.0,173.0
705305,706734,1429,A2,225,act173read.jpg,2-,,,,,,READ_v,Accept++,,,read,read,read,True,read,1.254,A_01_022,0.674,Verb,0.0,v,im,Closed,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,0.0,368.0
707965,709222,1257,A2,226,act006blow.jpg,1,,,NMM,,,BLOW_ca,Accept+,,,blow_candle,blow_candle.3,blow,True,blow,-0.82,E_02_096,0.52,Verb,0.0,o,imrp,Open,SymmetricalOrAlternating,Curved,Head,Mouth,1.0,153.0
713405,714762,1357,A2,228,act234surf.jpg,2-,,,,,,SURF_v,Accept++,,,surf,surf,surf,True,surf,-0.524,A_01_048,-0.116,Verb,0.0,bent_v,im,Closed,AsymmetricalDifferentHandshape,Straight,Hand,FingerBack,1.0,358.0
716637,718395,1758,A2,229,act049crash.jpg,2-,,,NMM,,,CRASH_v,Accept++,,,crash_plane,crash_plane,crash_plane,True,crash_plane,-0.016,K_01_034,0.384,Verb,0.0,ily,ip,Open,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,1.0,344.0
719700,721357,1657,A2,230,act055dance.jpg,2-,,,,,,DANCE_v,Accept++,,,dance,dance,dance,True,dance,-0.405,B_02_063,0.307,Noun,0.0,v,im,Closed,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,0.0,368.0
727173,728758,1585,A2,232,act121knight.jpg,1,,,,,,KNIGHT_v,Accept++,,,knight,knight.4,knight_1,True,knight_1,-1.714,H_01_054,0.72,Verb,0.0,baby_o,i,Open,OneHanded,Curved,Neutral,Neutral,0.0,290.0
733772,735258,1486,A2,234,act040cut.jpg,2-,,,,,,CUT_v,Accept++,,,trim,trim.1,trim_1,True,trim_1,-0.248,K_03_111,-0.573,Verb,0.0,v,im,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,0.0,475.0
736744,738244,1500,A2,235,act261wave.jpg,1,,,,,,WAVE_v,Accept++,,,hello-gesture,hello-gesture,wave,True,wave,-0.248,A_03_079,1.391,Noun,0.0,5,imrp,Open,SymmetricalOrAlternating,Z-shaped,Neutral,Neutral,0.0,95.0
739912,741054,1142,A2,236,act165pray.jpg,2+,,,,,,PRAY_v,Accept++,,,prayer,prayer,prayer,True,prayer,-0.504,C_03_090,1.904,Noun,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Straight,Neutral,Neutral,1.0,541.0
745714,747357,1643,A2,238,act142melt.jpg,2-,,,NMM,,,MELT_v,Accept++,,,melt,melt,melt,True,melt,0.13,F_01_050,-0.235,Verb,0.0,open_b,imrp,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,0.0,344.0
748751,750437,1686,A2,239,act226stack.jpg,2-,,,,,,STACK_v,Accept++,,,stack,stack.1,stack_1,True,stack_1,-1.125,J_01_096,1.201,Verb,0.0,c,imrp,Open,AsymmetricalDifferentHandshape,Curved,Hand,FingerBack,1.0,205.0
751796,753168,1372,A2,240,act201shower.jpg,1,,,,,,SHOWER_v,Accept++,,,shower,shower,shower,True,shower,0.959,A_02_001,1.085,Noun,0.0,s,imrp,Closed,OneHanded,,Head,HeadAway,0.0,246.0
754712,756140,1428,A2,241,act273yawn.jpg,2+,,,NMM,,,YAWN_v,Accept++,,,yawn,yawn.3,yawn_1,True,yawn_1,-0.396,F_02_079,1.565,Verb,0.0,open_b,imrp,Open,OneHanded,Straight,Head,Mouth,1.0,426.0
757467,758824,1357,A2,242,act209slide.jpg,2-,,,,,,SLIDE_v,Accept++,,,slide,slide.1,slide,True,slide,-0.58,F_01_100,1.12,Verb,0.0,open_b,imrp,Open,OneHanded,Z-shaped,Neutral,Neutral,0.0,127.0
760761,762690,1929,A2,243,act013balance.jpg,2-,,,NMM,,,BALANCE_v,Accept+,,,walk-tightrope-cl,walk-tightrope-cl,walk-tightrope-cl,True,walk-tightrope-cl,-0.877,K_01_024,0.31,Verb,0.0,curved_v,im,Closed,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,1.0,354.0
764490,766133,1643,A2,244,act251trip.jpg,2-,,,NMM,,,TRIP_v,Accept++,,,trip,trip.2,trip_1,True,trip_1,0.099,K_02_020,-0.795,Verb,0.0,1,i,Closed,AsymmetricalSameHandshape,Curved,Hand,FingerTip,1.0,253.0
767796,769268,1472,A2,245,act232suck.jpg,1,,,NMM,,,SUCK_v,Accept++,,,suck,suck.1,suck,True,suck,-0.611,F_01_012,0.218,Verb,0.0,1,i,Closed,OneHanded,Straight,Head,HeadAway,0.0,469.0
770720,772235,1515,A2,246,act096cook.jpg,2-,,,,,,COOK_v,Accept++,,,cook,cook,cook,True,cook,1.113,D_03_078,0.082,Verb,0.0,open_b,imrp,Open,AsymmetricalSameHandshape,Other,Hand,Palm,1.0,86.0
777311,778511,1200,A2,248,act069drown.jpg,2-,,,NMM,,,DROWN_v,Accept++,,,drown,drown.2,drown,True,drown,-1.3,D_01_017,-0.179,Verb,0.0,s,imrp,Closed,AsymmetricalDifferentHandshape,Z-shaped,Hand,HandAway,1.0,64.0
779857,781114,1257,A2,249,act178ride.jpg,2-,,,,,,RIDE_v,Accept++,,,ride_2,ride_2,ride_2,True,ride_2,-0.207,J_03_026,0.821,Verb,0.0,3,im,Open,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,1.0,351.0
782577,784177,1600,A2,250,act161point.jpg,1,,,NMM,,,POINT_v,Accept++,,,point,point,point,True,point,-0.301,D_01_075,0.716,Noun,0.0,flat_1,i,Closed,AsymmetricalDifferentHandshape,BackAndForth,Hand,FingerTip,1.0,38.0
785531,787088,1557,A2,251,act243tear.jpg,2-,,,,,,TEAR_v,Accept++,,,tear_rip,tear_rip,tear_rip_1,True,tear_rip_1,-0.033,G_03_009,1.571,Verb,0.0,baby_o,i,Open,SymmetricalOrAlternating,Curved,Neutral,Neutral,1.0,290.0
789534,790819,1285,A2,252,act108hide.jpg,2-,,,,,,HIDE_v,Accept++,,,hide,hide,hide,True,hide,0.385,G_02_025,-0.323,Verb,1.0,a,t,Open,OneHanded,,Head,Mouth,1.0,258.0
796301,797773,1472,A2,254,act046cook.jpg,1,GESTURE,,,,,STIR_v,Accept+-,,,stir,stir,stir,True,stir,-0.365,D_03_055,1.855,Verb,0.0,baby_o,i,Open,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,0.0,66.0
799663,800977,1314,A2,255,act079scared.jpg,2+,,,NMM,,,SCARED_v,Accept++,,,scared,scared,scared,True,scared,-0.119,B_03_079,1.076,Adjective,0.0,5,imrp,Open,SymmetricalOrAlternating,Straight,Body,BodyAway,0.0,177.0
803470,804728,1258,A2,256,act179roar.jpg,2+,,,NMM,,,ROAR_v,Accept++,,,roar,roar.1,roar,True,roar,-1.032,J_03_062,0.285,Verb,0.0,curved_5,imrp,Open,OneHanded,Curved,Head,HeadAway,0.0,174.0
806345,807388,1043,A2,257,act029yell.jpg,1,,,NMM,,,YELL_v,Accept++,,,shout,shout,shout_1,True,shout_1,-0.069,J_03_005,1.107,Verb,0.0,curved_5,imrp,Open,OneHanded,Straight,Head,Mouth,1.0,380.0
809672,811015,1343,A2,258,act150operate.jpg,2-,,,,,,SURGERY_v,Accept++,,,surgery,surgery,surgery,True,surgery,0.002,H_03_046,0.332,Noun,0.0,a,t,Open,AsymmetricalDifferentHandshape,Straight,Hand,Palm,1.0,414.0
812673,813759,1086,A2,259,act228steal.jpg,1,,,NMM,,,STEAL_v,Accept++,,,steal,steal,steal,True,steal,-0.715,C_02_019,-0.048,Verb,0.0,v,im,Closed,OneHanded,Straight,Arm,ForearmUlnar,1.0,65.0
908317,909617,1300,O1,268,obj000star.jpg,2+,,,,,,STAR_v,Accept++,,,star,star,star,True,star,0.577,A_03_087,-0.492,Noun,0.0,1,i,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,1.0,563.0
910684,911984,1300,O1,269,bed2.png,2+,,,,,,BED_v,Accept++,,,bed,bed.1,bed,True,bed,1.121,A_03_037,1.164,Noun,0.0,open_b,imrp,Open,OneHanded,Straight,Head,Other,1.0,426.0
913109,914252,1143,O1,270,obj236leaf.jpg,2-,,,,,,LEAF_v,Accept++,,,leaf,leaf.1,leaf,True,leaf,-0.841,D_02_083,-0.695,Noun,0.0,l,i,Open,DominanceViolation,Straight,Hand,FingerTip,1.0,368.0
915568,916768,1200,O1,271,obj461toothbrush.jpg,1,,,,,,TOOTHBRUSH_v,Accept++,,,toothbrush,toothbrush,toothbrush,True,toothbrush,0.603,D_03_073,1.676,Noun,0.0,flat_1,i,Closed,OneHanded,Straight,Head,HeadAway,0.0,326.0
917986,919271,1285,O1,272,washmachine.png,2+,,,,,,WASHMACHINE_v,Accept++,,,wash_machine,wash_machine,wash_machine,True,wash_machine,0.704,C_02_057,0.041,Noun,0.0,curved_5,imrp,Open,SymmetricalOrAlternating,,Neutral,Neutral,0.0,195.0
920258,921701,1443,O1,273,glasses.png,2+,,,,,,GLASSES_v,Accept++,,,eyeglasses,eyeglasses,eyeglasses,True,eyeglasses,0.329,A_01_012,1.505,Noun,0.0,bent_l,i,Open,SymmetricalOrAlternating,Straight,Head,Eye,1.0,319.0
922835,924164,1329,O1,274,obj050bone.jpg,2+,,,,,,BONE_n,Accept++,,,bone,bone,bone,True,bone,-0.664,C_03_015,-0.521,Noun,0.0,bent_v,im,Closed,SymmetricalOrAlternating,Straight,Neutral,Neutral,1.0,455.0
